propid,createdate,propfor,proptitle,propdesc,projid,blkid,price,userid,propcat,proptype,propsize,sizeunit,category,opensite,frontface,backface,floor,housetype,furnished,bedrooms,videopath,transfer,urlid,entered_by,referred_by,recstatus,recdate,actstatus,pricetype,roadid,salestatus,adtype,catid,temp_loc,temp_road,temp_area,consage,conscond,reasondesc,showprice,social
1594,2021-09-30 12:22:37,Sale,1 Bed Apartment for Sale in Top Heights Top City-1 Islamabad,"3 Years Installment Plan Shop,Office,Flats in Topcity1    Topheights 
    All facuilty aviable
*Modern Interior and Exterior Design
*Fire fighting Extinguishers 
*Solar plats free electricity
*Free One Maintenance
*24/7 Securty for appartment
*Backup Genertor for lifts 
More Details whatsapp 
         03116928500",540,1028,1700000,1010,Commercial,Office,216,Sqf,General,East Open,Commercial,Commercial,None,None,N,0,,,216-sqf-office-for-sale-top-city-1-new-islamabad-airport-islamabad-1010-1594,1010,ok,U,2021-10-01 08:03:14,Y,Own Price,1754,E,L,37,Top city ,150,23,New,Normal,"",Y,Y
1595,2021-09-30 15:55:51,Sale,"2 BAD  DD, FLAT FOR SALE BABE IQBAL  NORTH KARACHI","2 bed dd flat for sale in babe iqbal 
2nd Floor
950 sq ft

Demand 40 lac ",21,147,4000000,21,Residential,Apartment,950,Sqy,General,West Open,Apartment,Apartment,2nd,None,N,4,,,950-sqy-apartment-for-sale-anarkali-complex-north-karachi-town-karachi-21-1595,954,ok,U,2021-09-30 18:38:59,Y,Total Price,1748,E,W,2,"Sector 15 E, North Karachi 
",40,5,Old,Normal,"",Y,Y
1596,2021-10-01 17:08:25,Sale,120 yards plot for sale in Surjani Sector 4D,"surjani town sector 4d ka vip area
best for multiple purposes 
rehne ka liye best hai
le kar 6 mahine ke baad bhi bechenge tou faida hai
bana kar bechen ge tou bhi faida hai
bana ker rent pe denge tou bhi faida hai",297,279,4400000,1011,Residential,Plot,120,Sqy,General,East Open,Plots,Homes,None,None,N,0,,,120-sqy-plot-for-sale-sector-4-surjani-town-karachi-1011-1596,1011,i,U,2021-10-01 19:26:18,Y,Total Price,1748,E,W,5,Surjani town Sector 4D,40,26,New,Normal,"",Y,Y
1597,2021-10-01 21:18:42,Sale,Abdullah Complex Flats for Sale in North Karachi 2 Minutes Chowrangi,"Leased Flats for Sale in North Karachi 2 Minutes Chowrangi
Abdullah Complex
Second floor
Boundary wall
Extensive parking freshwater
Two bed drawing room lounge 900 square feet
Main 300 feet road
Demand 3.5 million",209,1029,3500000,512,Residential,Apartment,900,Sqf,General,West Open,Main Road,Compound,2nd,None,N,3,,,900-sqf-apartment-for-sale-sector-5-north-karachi-town-karachi-512-1597,2,ok,U,2021-10-01 21:19:15,Y,Total Price,1752,E,W,38,5m,100,5,Old,Normal,"",Y,Y
1599,2021-10-02 07:39:07,Sale,5 Marla Residential Plot Available for sale in Mustafa Gardens,"Good news for low-income and homeless people
* A beautiful and charming residential project in the cluster of societies
* Equipped with all basic facilities, electricity, water, gas, sewerage, school, park, mosque.

*   20% discount for a limited time

*   10% special discount on cash paymen. 

* Avoid the hassle of rented houses and build your own house 
Only  2 thousand per Marla monthly installment. 

* Registry on the spot

Development work is in full swing
* Come quickly and get one of the rest of the house named after you. 

Contact for more information
0309 5928248 ",536,1024,1400000,995,Residential,Plot,5,Marla,General,East Open,Plots,Plots,None,None,N,0,,,5-marla-plot-for-sale-mustafa-garden-eastern-bypass-lahore-995-1599,995,ok,U,2021-10-02 21:22:25,D,Total Price,1746,E,N,1,Mustafa Garden Phase 3 ,12,96,New,Normal,"",Y,Y
1600,2021-10-02 12:58:20,Sale,5 Marla Residential Plot Available for sale in Lahore ,"Al-Rehman Garden Phase-7,Block C & D, Near Faiz Pur Interchange, Main Sharqpur Road, Lahore.

5 Year Installment Plan For 5 Marla

Price: 2,00,0000
Booking/Down Payment: 300,000
Monthly Installment: 17,000
Yearly: 80,000
Yearly Total(5): 400,000
Balloting: 280,000(After 1 Year)
Possession After 2 Years

Features Include:

LDA Approved Project
Main Boulevard 160 Ft Road
Grounded Electricity
Sui Gas
Sewerage
Water Supply Tanks
Parks & Playground
Central Ground Mosque
Community & Health Club
Gated Community
Patrol Security
24/7 Security.


Within 5 Years The price of porperty will Rise upto double from Now so it is Long Term Investment Plan.

You can call or WhatsApp for more detail on given number.
0309 5928248 ",539,1027,2000000,1009,Residential,Plot,5,Marla,General,East Open,Plots,Plots,None,None,N,0,,,5-marla-plot-for-sale-al-rehman-gardens-sharaqpur-road-lahore-1009-1600,1009,ok,U,2021-10-02 21:20:46,D,Total Price,1752,E,N,37,Al Rehman Garden Phase 7 ,160,48,New,Normal,"",Y,Y
1601,2021-10-02 21:24:20,Sale,160 sq yrd bungalow for sale in gulshan e iqbal block 19,"Bungalow available for sale in block 19 gulshan e iqbal.
4 bed dd 
Area:160 sq yrd
Parking space available
Fresh sweet water available...
For more details contact us.
",178,426,40000000,1001,Residential,Home,160,Sqy,General,East Open,Homes,Homes,None,Ground+1,N,4,,,160-sqy-home-for-sale-gulshan-e-iqbal-block-19-gulshan-e-iqbal-town-karachi-1001-1601,1001,ok,U,2021-10-02 21:30:58,D,Own Price,1746,E,W,56,Gulshan e iqbal block 19,24,2,New,Normal,"",Y,Y
1602,2021-10-02 21:33:14,Rent,1200 sqft flat for rent in Apsara Apartment Gulshan e Iqbal block 16,"Flat available for rent in apsara apartment block 16 gulshan e iqbal
Area :1200sq ft.
Ground floor.
For detail contact us.",175,1030,55000,1001,Residential,Apartment,1200,Sqf,General,East Open,Apartment,Apartment,None,None,N,0,,,1200-sqf-apartment-for-rent-gulshan-e-iqbal-block-16-gulshan-e-iqbal-town-karachi-1001-1602,1001,ok,U,2021-10-02 22:00:05,D,Rent,1746,E,W,1,Gulshan e iqbal block 16,24,2,New,Normal,"",Y,Y
1603,2021-10-02 21:40:46,Rent,2 Bed DD 3rd floor flat available in Hina heights block 17 gulshan e iqbal ,"3rd floor flat available in hina heights block 17 gulshan e iqbal 
2 bed dd 
Parking spaces available for residents and visitors
Sweet water available 24/ 7
For further detail kindly contact us.
",176,1031,45000,1001,Residential,Apartment,1000,Sqf,General,East Open,Apartment,Apartment,3rd,None,N,2,,,1000-sqf-apartment-for-rent-gulshan-e-iqbal-block-17-gulshan-e-iqbal-town-karachi-1001-1603,1001,ok,U,2021-10-02 22:15:55,D,Rent,1746,E,W,1,Gulshan e iqbal block 17 near national stadium,24,2,New,Normal,"",Y,Y
1604,2021-10-02 21:48:29,Sale,250 sq yds bungalow available in gulshan e iqbal block 3,"1 unit Bungalow available for sale behind disco bakery 
Area 250 sq yrd
Ground floor:1 bed drawing
1st floor:3 bed drawing
FOR MORE DETAIL U CAN VISIT OUR OFFICE OR CALL US.",59,402,50000000,1001,Residential,Home,250,Sqy,General,East Open,Homes,Homes,None,Ground+1,N,4,,,250-sqy-home-for-sale-gulshan-e-iqbal-block-3-gulshan-e-iqbal-town-karachi-1001-1604,1001,ok,U,2021-10-02 22:17:24,D,Total Price,1746,E,W,56,Gulshan e iqbal blk 3 behind disco bakery.,25,2,New,Normal,"",Y,Y
1605,2021-10-02 21:53:39,Rent,1665 sq ft apartment for rent in hassan appartment ext. Block 13/A gulshan e iqal,"Flat available for rent in hassan apartment gulshan e iqbal block 13/A
3 rd floor
Well furnished
No water problem...sweet water available 24/7.",172,1032,50000,1001,Residential,Apartment,1665,Sqf,General,East Open,Apartment,Apartment,3rd,None,N,3,,,1665-sqf-apartment-for-rent-gulshan-e-iqbal-block-13-gulshan-e-iqbal-town-karachi-1001-1605,1001,ok,U,2021-10-02 22:23:58,D,Rent,1746,E,W,1,Gulshan e iqbal blk 13 A.,24,2,New,Normal,"",Y,Y
1606,2021-10-02 22:01:20,Rent,1000 sq yrd bungalow available for commercial purpose on rent.,"Bungalow available for commercial purpose on rent
6 dd
1 servant quarter
No electricity and water problem.
For detail and visit u can contact us.",169,409,6000000,1001,Commercial,Office,1000,Sqy,General,East Open,Homes,Commercial,None,None,N,0,,,1000-sqy-office-for-rent-gulshan-e-iqbal-block-9-gulshan-e-iqbal-town-karachi-1001-1606,1001,ok,U,2021-10-02 22:23:05,D,Rent,1746,E,W,1,Gulshan e iqbal block 9.,24,2,New,Normal,"",Y,Y
1607,2021-10-04 13:46:23,Sale,120 yards plot for Sale in Sector 7D Surjani Town,"Boundry wall ,transfer file
120 yards plot for Sale in Sector 7D Surjani Town",299,292,3500000,1013,Residential,Plot,120,Sqy,General,West Open,Plots,Plots,None,None,N,0,,,120-sqy-plot-for-sale-sector-7-surjani-town-karachi-1013-1607,1013,ok,U,2021-10-04 14:41:53,Y,Total Price,1746,E,W,2,"Surjani town , sector 7D,",24,26,New,Normal,"",Y,Y
1608,2021-10-04 14:53:16,Sale,Sector 73/3 120 yards Plot for Sale Taiser Town Karachi,"120 yards Plot for Sale Taiser Town Karachi
Sector 73/3
Plot No. 70-75
40 ft road facing, direct to 60ft Road
Paid 140,000 with allotment
Demand 8.40",98,449,840000,512,Residential,Plot,120,Sqy,General,East Open,Commercial,Plots,None,None,N,0,,,120-sqy-plot-for-sale-taiser-town-phase-i-scheme-45-karachi-512-1608,2,Kashif 03102397268,U,2021-10-04 14:55:29,Y,Total Price,1748,E,L,5,73/3,40,15,New,Normal,"",Y,Y
1609,2021-10-04 15:38:01,Sale,120 yards West Open Plot for Sale in Pink Rose Housing Scheme 45,"Urgent Sale
120 yards plot for sale in Pink Rose Housing located on Nothern Bypass Scheme 45 near Fazaia Housing, Taiser Town and Gulshan-e-Maymar
120 yards
Transfer
West Open
Demand 20 Lakh negotiable",541,1033,2000000,58,Residential,Plot,120,Sqy,General,West Open,Plots,Plots,None,None,N,0,,,120-sqy-plot-for-sale-pink-rose-housing-scheme-45-karachi-58-1609,2,ishan bahi schme 33,U,2021-10-04 15:39:19,Y,Total Price,1746,E,W,2,ok,24,15,New,Normal,"",Y,Y
1610,2021-10-05 06:10:35,Sale,8 Marla Residential Plot Available for sale ,"Al-Rehman Garden Phase-7,Block C & D, Near Faiz Pur Interchange, Main Sharqpur Road, Lahore.

5 Year Installment Plan For 8 Marla

Price: 3,04,0000
Booking/Down Payment: 425,000
Monthly Installment: 28,000
Yearly: 120,000
Yearly Total(5): 600,000
Balloting: 335,000(After 1 Year)
Possession After 2 Years

Features Include:

LDA Approved Project
Main Boulevard 160 Ft Road
Grounded Electricity
Sui Gas
Sewerage
Water Supply Tanks
Parks & Playground
Central Ground Mosque
Community & Health Club
Gated Community
Patrol Security
24/7 Security.


Within 5 Years The price of porperty will Rise upto double from Now so it is Long Term Investment Plan.

You can call or WhatsApp for more detail on given number.
0309 5928248 ",539,1027,3040000,1009,Residential,Plot,8,Marla,General,East Open,Plots,Plots,None,None,N,0,,,8-marla-plot-for-sale-al-rehman-gardens-sharaqpur-road-lahore-1009-1610,1009,ok,U,2021-10-05 07:42:19,D,Total Price,1746,E,N,1,Al Rehman Garden Phase 7 ,160,48,New,Normal,"",Y,Y
1611,2021-10-05 09:52:59,Sale,5 Marla Plots In PECHS Islamabad,"1-1/2 years installment plan down payment 875000 others installment 
infront of new airport islamabad",542,1034,875000,1010,Residential,Plot,1200,Sqf,General,East Open,Plots,Plots,None,None,N,0,,,1200-sqf-plot-for-sale-pechs-islmabad-new-islamabad-airport-islamabad-1010-1611,1010,ok,U,2021-10-06 07:38:26,Y,Own Price,1748,E,W,1,New Air port Islamabad,40,23,New,Normal,"",Y,Y
1613,2021-10-06 03:35:13,Sale,Taiser Town Sec 73/3 plot 100ft Back available,"Taiser Town phase 1
Sector 73/3
80 yrds
100ft back of dividing road of 73 and 63
Paid 40 Allotment 
Finsl 650 

Contact 0332-2599654",98,449,650000,392,Residential,Plot,80,Sqy,General,West Open,Plots,Apartment,None,None,N,0,,,80-sqy-plot-for-sale-taiser-town-phase-i-scheme-45-karachi-392-1613,392,ok,U,2021-10-06 07:22:46,Y,Total Price,1747,E,W,2,Taiser town scheme 45,30,15,New,Normal,"",Y,Y
1614,2021-10-06 03:48:09,Sale,Taiser Town Sec 88/2 on 160ft Road plot available,"Taiser Town phase 1
Sec 88/2
120 yrds
On main 160ft Road facing
Paid 120 Allotment
Demand 29 lacs 
Slightly negotiable 

Contact 0332-2599654",98,455,2900000,392,Residential,Plot,120,Sqy,General,West Open,Main Road,Plots,None,None,N,0,,,120-sqy-plot-for-sale-taiser-town-phase-i-scheme-45-karachi-392-1614,392,ok,U,2021-10-06 07:21:44,Y,Total Price,1754,E,W,38,Taiser Town scheme 45,160,15,New,Normal,"",Y,Y
1615,2021-10-07 08:55:25,Sale,250 yrds plot for sale in Bahria Town Karachi Precinct 6 @1crore 15lacs,"Bahria Town Karachi, Precinct 6, P6, Plot #893, Street 38, Possession & Utilities Paid, East open, Awesome location of Precinct 6, Demand 115 lacs",1,6,11500000,1016,Residential,Plot,250,Sqy,General,East Open,Plots,Plots,None,None,N,0,,,250-sqy-plot-for-sale-bahria-town-karachi-bahria-town-karachi-karachi-1016-1615,1016,ok,U,2021-10-07 10:00:34,Y,Total Price,1748,E,W,1,Bahria Town Karachi,38,11,New,Normal,"",Y,Y
1616,2021-10-07 08:58:48,Sale,125 yrds P10A Commercial @1 crore 85lacs Bahria Town Karachi,"Bahria Town Karachi, Precinct 10A, Old commercial, Plot #55, Possession & Utilities charges not paid, Commercial Lane 02, Demand @170lacs
Bahria Town Karachi, Precinct 10A",1,10,18500000,1016,Commercial,Plot,125,Sqy,General,West Open,Plots,Plots,None,None,N,0,,,125-sqy-plot-for-sale-bahria-town-karachi-bahria-town-karachi-karachi-1016-1616,1016,ok,U,2021-10-07 09:59:23,Y,Total Price,1749,E,L,2,Bahria Town Karachi,2,11,New,Normal,"",Y,Y
1617,2021-10-07 11:05:00,Sale,1250 SQ FT FLAT FOR SALE IN BABE GHAZI,"1250 Sq ft Flat for sale in Babe Ghazi, Nagan Chorangi
3 Bed dd 1st Floor, all facilities available
Full furnished 

Demand 80 Lac",21,145,8000000,21,Residential,Apartment,1250,Sqf,General,West Open,Apartment,Wide Road,1st,None,N,5,,,1250-sqf-apartment-for-sale-anarkali-complex-north-karachi-town-karachi-21-1617,21,Ok,U,2021-10-07 11:07:53,Y,Total Price,1746,E,W,2,"Sector 11 E, North Karachi",24,5,Old,Renovated,"",Y,Y
1618,2021-10-08 05:57:38,Sale,3 Marla Commercial Plot Available for sale,"Good news for low-income and homeless people
* A beautiful and charming residential project in the cluster of societies
* Equipped with all basic facilities, electricity, water, gas, sewerage, school, park, mosque.
?20% discount for a limited time
* 10% special discount on cash payment
* Avoid the hassle of rented houses and build your own house
Monthly installments of 3 marla plots only 2000 thousand per marla

* Registry on the spot

Development work is in full swing
* Come quickly and get one of the rest of the house named after you. 

Contact for more information
0309 5928248",1,1,1200000,995,Commercial,Plot,3,Marla,General,East Open,Plots,Plots,None,None,N,0,,,,995,"",I,2021-10-08 05:57:38,D,Total Price,53,E,N,1,Mustafa Garden Phase 3,12,11,New,Normal,"",Y,Y
1619,2021-10-08 05:59:11,Sale,3 Marla Commercial Plot Available for sale,"Good news for low-income and homeless people
* A beautiful and charming residential project in the cluster of societies
* Equipped with all basic facilities, electricity, water, gas, sewerage, school, park, mosque.
?20% discount for a limited time
* 10% special discount on cash payment
* Avoid the hassle of rented houses and build your own house. 

* Registry on the spot

Development work is in full swing
* Come quickly and get one of the rest of the house named after you. 

Contact for more information
0309 5928248",536,1024,1200000,995,Commercial,Plot,3,Marla,General,East Open,Plots,Plots,None,None,N,0,,,3-marla-plot-for-sale-mustafa-garden-eastern-bypass-lahore-995-1619,995,ok,U,2021-10-08 07:08:20,D,Total Price,1746,E,W,1,Mustafa Garden Phase 3,12,96,New,Normal,"",Y,Y
1620,2021-10-08 06:45:47,Sale,"Park view 5 Marla,, 10Marla,, 1kanal Overseas block for sale","Park view 5 Marla,, 10Marla,, 1kanal Overseas block for sale 

Huge Discount Of Rs. 850000 Is Available In 5 Marla (overseas Block) in Park View City Islamabad . 
limited Time Offer. Hurry Up !!
don't Miss This Golden Opportunity. 

CDA Approved Project 
park View City Islamabad Overseas Block
fresh Booking Available Come First And Get First Hurry Up Book Your Plot Now

property Features:

• Book Your Plot From 20 Percent Down Payment
• 10 Quarterly Easy Installments Plan
• No Hidden Charges

location

park View City Is Located On An Ideal Location Whose Access Is From Main Kuri Road In Islamabad. 
bahria Enclave Is 5 Mint Drive Away From Park View City. 
situated At A Distance Of Around 5 Km From Serena Hotel Near To Botanical Garden. 
park View City Islamabad Has Easy Access From All Areas Of Islamabad And Is Ideal For Living. 

your Queries On The Offer Are Welcome, So Please Give Us A Call.",436,859,850000,1000,Residential,Plot,1125,Sqf,General,East Open,Plots,Plots,None,None,N,0,,,1125-sqf-plot-for-sale-park-view-city-malor-road-islamabad-1000-1620,1000,ok,U,2021-10-08 07:19:26,Y,Own Price,1746,E,W,1,Islamabad,100,75,New,Normal,"",Y,Y
1621,2021-10-09 19:57:53,Sale,4 marla commercial ichs town Islamabad plot for sale in ichs town phase 2 ,"4 marla commercial ichs town Islamabad plot for sale in ichs town phase 2 .
you can visit our website at 
",56,211,1400000,931,Commercial,Plot,4,Marla,General,East Open,Plots,Plots,None,None,N,0,,,4-marla-plot-for-sale-islamabad-cooperative-housing-society-new-islamabad-airport-islamabad-931-1621,931,ok,U,2021-10-14 15:28:03,D,Total Price,1750,E,N,2,ICHS Town Islamabad ,60,23,New,Normal,"",Y,Y
1622,2021-10-09 20:00:13,Sale,4 marla commercial plot for sale in rudn enclave adiala road rawalpindi ,"Rudn enclave Executive Block Residential & Commercial Plot Files Bookings Facity Is Available 
4 marla commercial plot for sale
",517,980,4000000,931,Commercial,Plot,4,Marla,General,East Open,Plots,Plots,None,None,N,0,,,4-marla-plot-for-sale-rudn-enclave-rawalpindi-adiala-road-rawalpindi-931-1622,931,ok,U,2021-10-14 15:28:28,D,Total Price,1750,E,N,5,Rudn Enclave Housing Society ,60,38,New,Normal,"",Y,Y
1623,2021-10-09 20:00:32,Sale,5 marla plot for sale in ichs town phase 2 ,"5 Marla plot for sale in ichs town phase 2 
Islamabad Cooperative Housing Society 
",56,211,451000,931,Residential,Plot,5,Marla,General,East Open,Plots,Plots,None,None,N,0,,,5-marla-plot-for-sale-islamabad-cooperative-housing-society-new-islamabad-airport-islamabad-931-1623,931,ok,U,2021-10-14 15:28:43,D,Own Price,1748,E,N,1,Islamabad Cooperative Housing Society ,40,23,New,Normal,"",Y,Y
1624,2021-10-09 20:00:42,Sale, 5 marla ichs town Islamabad plot for sale in ichs town phase 2 ," 5 marla plot for sale in ICHS Town Islamabad, Phase 2
",56,211,451000,931,Residential,Plot,5,Marla,General,East Open,Plots,Plots,None,None,N,0,,,"",931,.,U,2021-10-14 15:29:13,D,Total Price,1748,E,N,1,ICHS Town Islamabad Phase 2 ,40,23,New,Normal,Duplicate Ad,N,Y
1625,2021-10-10 06:22:54,Sale,10 Marla Residential Plots for sale Al-Rehman Garden Phase-7,"Al-Rehman Garden Phase-7,Block C & D, Near Faiz Pur Interchange, Main Sharqpur Road, Lahore.

5 Year Installment Plan For 10 Marla

Price: 3,50,0000
Booking/Down Payment: 475,000
Monthly Installment: 32,000
Yearly: 150,000
Yearly Total(5): 750,000
Balloting: 350,000(After 1 Year)
Possession After 2 Years

Features Include:

LDA Approved Project
Main Boulevard 160 Ft Road
Grounded Electricity
Sui Gas
Sewerage
Water Supply Tanks
Parks & Playground
Central Ground Mosque
Community & Health Club
Gated Community
Patrol Security
24/7 Security.


Within 5 Years The price of porperty will Rise upto double from Now so it is Long Term Investment Plan.

You can call or WhatsApp for more detail on given number.
0309 5928248 ",539,1027,3500000,1009,Residential,Plot,10,Marla,General,East Open,Plots,Plots,None,None,N,0,,,10-marla-plot-for-sale-al-rehman-gardens-sharaqpur-road-lahore-1009-1625,1009,ok,U,2021-10-10 10:06:30,D,Total Price,1752,E,W,37,Al Rehman Garden Phase 7 ,160,48,New,Normal,"",Y,Y
